ISIN;YahooTicker;Name;Currency;Sector;Industry;Hight_52;Low_52;PeRatio;BookValue;PriceToBook;LastDividend;LastDividendYield;LastDividendDate;TSValue;KeyDate;TSDate;IndexName§  0        ;FirstDivYear;LastDivYear;DivIncreas;DivDecrease;DivGrowthSi;DivGrowthLast7;DivGrowthLast5;DivGrowthlast3;DivGrowthLast;DivYear_2017;DivYear_2018;DivYear_2019;DivYear_2020;DivYear_2021;PayoutYear_2017;PayoutYear_2018;PayoutYear_2019;PayoutYear_2020;PayoutYear_2021
BE0974264930;AGS.BR;ageas NV;EUR;Financial Services;Insurance—Diversified;53.02;25.13;7.87271;59.753;0.761803;2.65;0.0572;2020-11-03;46.14;2021-01-14;2021-01-12;Euronext100;2003;2020;9;4;2.0113636363636362;0.20454545454545442;0.7096774193548386;0.2619047619047618;0.20454545454545442;2.1;2.1;2.2;2.65;;0.6774193548387097;0.5121951219512195;0.4313725490196079;;
BE0974293251;ABI.BR;AB InBev SA-NV (Anheuser-Busch InBev);EUR;Consumer Defensive;Beverages—Brewers;72.7;29.025;;30.472;1.86926;1.3;0.023;2020-06-09;56.51;2021-01-14;2021-01-12;Euronext100;2002;2020;13;3;7.620689655172415;0.08695652173913052;-0.3055555555555556;-0.3055555555555556;0.38888888888888884;3.6;2.8;1.8;2.5;;0.9;1.2727272727272725;0.4;;
BMG0750C1082;AXTA;Axalta Coating Systems Ltd;USD;Basic Materials;Specialty Chemicals;31.48;12.92;75.2632;5.689;5.27861;;;;31.0;2021-01-14;2021-01-12;Berkshire Hathaway;;;;;;;;;;;;;;;;;;;
BMG3223R1088;RE;Everest Reinsurance Group;;Financial Services;Insurance—Reinsurance;294.31;157.32;14.2382;239.983;0.980069;6.2;0.026;2020-12-01;239.42;2021-01-14;2021-01-12;S&P500;1996;2020;18;0;40.333333333333336;1.8310502283105021;0.55;0.22772277227722781;0.07826086956521743;5.05;5.3;5.75;6.2;;0.44298245614035087;2.12;0.23279352226720648;;
BMG475671050;INFO;Markit;;Industrials;Consulting Services;101.45;44.81;38.7005;21.495;3.90696;0.68;0.008;2020-10-29;86.78;2021-01-14;2021-01-12;S&P500;2020;2020;0;0;0.0;;;;;;;;;;;;;;
BMG491BT1088;IVZ;Invesco;;Financial Services;Asset Management;20.415;6.38;19.0329;21.604;0.938252;0.62;0.0318;2020-11-10;19.58;2021-01-14;2021-01-12;S&P500;1996;2020;18;6;-0.026381909547738714;-0.08500590318772132;-0.41729323308270677;-0.3260869565217391;-0.36991869918699183;1.15;1.61;1.23;0.775;;0.4107142857142857;0.7666666666666667;0.9461538461538461;;
BMG667211046;NCLH;Norwegian Cruise Line;;Consumer Cyclical;Travel Services;59.78;7.03;;14.831;1.77803;;;;24.52;2021-01-14;2021-01-12;S&P500;;;;;;;;;;;;;;;;;;;
BMG9001E1021;LILA;Liberty Latin America Ltd;USD;Communication Services;Telecom Services;18.2281;7.55;;12.006;0.955356;;;;11.71;2021-01-14;2021-01-12;Berkshire Hathaway;;;;;;;;;;;;;;;;;;;
BMG9001E1286;LILAK;Liberty Latin America Ltd;USD;Communication Services;Telecom Services;18.3427;7.465;;12.006;0.930368;;;;11.35;2021-01-14;2021-01-12;Berkshire Hathaway;;;;;;;;;;;;;;;;;;;
CA76131D1033;QSR;Restaurant Brands International Inc;USD;Consumer Cyclical;Restaurants;67.33;25.08;34.8373;7.71;8.33204;2.08;0.0329;2020-12-18;62.65;2021-01-14;2021-01-12;Berkshire Hathaway;2016;2020;4;0;2.3548387096774195;;;1.6666666666666667;0.040000000000000036;0.78;1.8;2.0;2.08;;0.312;0.75;0.8333333333333334;;
CA8672241079;SU;Suncor Energy Inc;USD;Energy;Oil & Gas Integrated;34.55;9.61;8.54497;21.37;0.906879;0.65;0.0346;2020-12-02;18.88;2021-01-14;2021-01-12;Berkshire Hathaway;1995;2020;17;5;10.605388717373;0.1747159090909091;-0.06447963800904984;-0.15698267074413866;-0.34417129262490087;0.981;1.189;1.261;0.827;;0.3633333333333333;0.5945;0.6636842105263158;;
CH0000816824;OERL.SW;OC Oerlikon;;Industrials;Specialty Industrial Machinery;11.24;5.31;;3.961;2.38702;0.35;0.0373;2020-04-09;9.435;2021-01-14;2021-01-12;SPI;2012;2020;5;1;0.7499999999999998;0.3999999999999999;0.16666666666666663;0.16666666666666663;-0.65;0.3;0.35;1.0;0.35;;;;;;
CH0001307757;LINN.SW;Bank Linth LLB;;Financial Services;Banks—Regional;565.0;460.0;15.5864;644.03;0.784125;10.0;0.0198;2020-04-17;490.0;2021-01-14;2021-01-12;SPI;1997;2020;5;2;0.1111111111111111;0.25;0.25;0.25;0.1111111111111111;8.0;9.0;9.0;10.0;;0.2826855123674912;0.28938906752411575;0.2777777777777778;;
CH0001319265;SNBN.SW;Schweizerische Nationalbank;;Financial Services;Banks—Regional;6260.0;3280.0;0.0383557;1781610.0;0.00268296;15.0;0.0031;2020-04-28;4750.0;2021-01-14;2021-01-12;SPI;1996;2020;0;0;0.0;0.0;0.0;0.0;0.0;15.0;15.0;15.0;15.0;;2.758793193505433e-05;-0.0001004419445560466;3.070517505020296e-05;;
CH0001340204;GRKP.SW;Graubuendner Kantonalbank;;Financial Services;Banks—Regional;1610.0;1350.0;20.6265;1085.63;1.32642;40.0;0.0278;2020-03-06;1450.0;2021-01-14;2021-01-12;SPI;1997;2020;11;1;-0.5714285714285714;-0.8421052631578947;-0.8421052631578947;-0.8421052631578947;-0.85;38.0;40.0;40.0;6.0;;0.15919564306661083;0.1635322976287817;0.1707941929974381;;
CH0001341608;HBLN.SW;Hypothekarbank Lenzburg;;Financial Services;Mortgage Finance;4700.0;4160.0;14.2988;6798.17;0.614871;110.0;0.0263;2020-05-15;4200.0;2021-01-14;2021-01-12;SPI;1997;2020;5;0;0.5714285714285714;0.0;0.0;0.0;0.0;110.0;110.0;110.0;110.0;;0.3587736464448793;0.3800967519004838;0.37632569278138894;;
CH0001473559;BLKB.SW;Basellandschaftliche Kantonalbank (BLKB;;Financial Services;Banks—Regional;948.0;846.0;14.7504;1157.12;0.803717;35.0;0.0376;2020-02-25;930.0;2021-01-14;2021-01-12;SPI;1997;2020;12;0;1.5;0.06060606060606061;0.029411764705882353;0.0;0.0;35.0;35.0;35.0;35.0;;0.5681818181818181;0.562700964630225;0.5537974683544303;;
CH0001503199;BEAN.SW;BELIMO;;Industrials;Building Products & Equipment;8090.0;4675.0;42.8708;721.886;10.5418;150.0;0.0197;2020-04-01;7810.0;2021-01-14;2021-01-12;SPI;1998;2020;15;3;14.0;1.5;1.3076923076923077;1.0;0.5;75.0;85.0;100.0;150.0;;0.5947660586835845;0.6062767475035664;0.5076142131979695;;
CH0001624714;CPHN.SW;CPH Chemie & Papier;;Basic Materials;Paper & Paper Products;80.8;57.0;9.13806;75.516;0.979925;1.8;0.0243;2020-06-02;73.6;2021-01-14;2021-01-12;SPI;2003;2020;5;5;-0.9333333333333333;-0.8615384615384615;-0.8615384615384615;1.769230769230769;2.6;0.65;0.65;0.5;1.8;;0.24074074074074073;0.09154929577464789;0.0617283950617284;;
CH0001625810;CIE.SW;CI Com SA;;Real Estate;Real Estate Services;2.96;1.6;;-10.347;;;;1992-06-29;2.48;2021-01-14;2021-01-12;SPI;;;;;;;;;;;;;;;;;;;
CH0002088976;VALN.SW;Valora;;Consumer Cyclical;Specialty Retail;289.0;129.4;21.9288;153.507;1.10353;;;2020-03-26;168.4;2021-01-14;2021-01-12;SPI;1996;2020;9;2;1.5;1.136752136752137;0.0;0.0;0.0;12.5;12.5;12.5;12.5;;0.8169934640522876;0.8928571428571429;0.6684491978609626;;
CH0002187810;PM.SW;Phoenix Mecano;;Industrials;Specialty Industrial Machinery;483.0;312.0;14.6123;332.311;1.43691;10.0;0.0209;2020-05-25;473.0;2021-01-14;2021-01-12;SPI;1996;2020;12;2;1.777777777777778;-0.23076923076923078;-0.3333333333333333;-0.3333333333333333;-0.4117647058823529;15.0;16.0;17.0;10.0;;0.6578947368421052;0.4733727810650888;1.1564625850340136;;
CH0002271010;ARON.SW;Arundel;;Financial Services;Capital Markets;4.0;1.52;;1.464;1.63934;;;2015-09-18;2.44;2021-01-14;2021-01-12;SPI;2002;2015;1;1;-0.84375;;;;;;;;;;;;;;
CH0002277314;STRN.SW;Schlatter Industries;;Industrials;Specialty Industrial Machinery;37.8;23.2;;22.623;1.29956;;;2001-07-05;29.4;2021-01-14;2021-01-12;SPI;1998;2001;1;0;0.6;;;0.6;0.0;;;;;;;;;;
CH0002361068;STGN.SW;Starrag Group;;Industrials;Specialty Industrial Machinery;51.5;33.2;35.0302;52.37;0.775253;;;2019-04-30;40.0;2021-01-14;2021-01-12;SPI;1999;2019;5;4;-0.8888888888888888;-0.16666666666666663;-0.4444444444444445;-0.16666666666666663;-0.3333333333333333;;1.5;1.0;;;;0.6;0.5;;
CH0002432174;BUCN.SW;Bucher Industries;;Industrials;Specialty Industrial Machinery;440.8;220.2;25.4832;127.794;3.36323;8.0;0.0186;2020-04-28;437.0;2021-01-14;2021-01-12;SPI;2004;2020;10;4;7.0;0.6;0.23076923076923078;0.6;0.0;5.0;6.5;8.0;8.0;;0.2976190476190476;0.3125;0.36529680365296807;;
CH0002497458;SGSN.SW;SGS SA;;Industrials;Consulting Services;2876.0;1801.5;45.2371;102.851;26.4849;80.0;0.0294;2020-03-26;2699.0;2021-01-14;2021-01-12;SPI;1996;2020;16;3;6.142857142857143;1.6666666666666667;0.17647058823529413;0.14285714285714285;0.02564102564102564;70.0;75.0;78.0;80.0;;0.8505467800729041;0.8896797153024911;0.8944954128440367;;
CH0002609656;VILN.SW;Villars SA;;Consumer Defensive;Grocery Stores;830.0;705.0;56.0119;843.474;0.88918;;;2020-05-19;735.0;2021-01-14;2021-01-12;SPI;1996;2020;3;1;0.3333333333333333;;0.0;0.0;0.0;8.0;60.0;8.0;8.0;;0.03201280512204882;4.615384615384615;0.31007751937984496;;
CH0002619481;WARN.SW;Warteck Invest;;Real Estate;Real Estate Services;2380.0;1810.0;19.5448;1598.81;1.44483;70.0;0.0303;2020-05-29;2340.0;2021-01-14;2021-01-12;SPI;1997;2020;10;1;1.0;0.029411764705882353;0.029411764705882353;0.029411764705882353;0.03638449864899872;68.0;67.5425;67.5425;70.0;;0.8489388264669164;0.7422252747252748;0.44641440846001323;;
CH0002661731;ZWM.SW;Zwahlen et Mayr SA;;Basic Materials;Steel;256.0;133.0;;551.182;0.312057;;;2015-05-08;181.0;2021-01-14;2021-01-12;SPI;1996;2015;4;2;12.5;12.5;18.285714285714285;;;;;;;;;;;;
CH0003245351;ROL.SW;Von Roll;;Industrials;Electrical Equipment & Parts;0.92;0.492;;0.514;1.40078;;;2010-05-07;0.728;2021-01-14;2021-01-12;SPI;1999;2010;1;2;-0.8;;;;-0.5;;;;;;;;;;
CH0003390066;MIKN.SW;Mikron;;Industrials;Specialty Industrial Machinery;6.68;4.2;;8.901;0.680822;;;2020-04-17;5.84;2021-01-14;2021-01-12;SPI;1999;2020;2;4;-0.9880000000000001;-0.6;0.1999999999999999;;-0.7000000000000001;;0.05;0.2;0.06;;;;;;
CH0003420806;OFN.SW;Orell Fuessli;CHF;Industrials;Specialty Business Services;115.0;86.0;18.1153;66.949;1.59076;6.0;0.0563;2020-05-25;106.0;2021-01-14;2021-01-12;SPI;1997;2020;8;5;-0.4;;;0.5;2.0;4.0;4.0;2.0;6.0;;1.6666666666666667;-0.15625;0.46511627906976744;;
CH0003541510;FORN.SW;Forbo International;CHF;Industrials;Building Products & Equipment;1729.0;1044.0;22.5241;401.056;3.81992;23.0;0.015;2020-04-08;1536.0;2021-01-14;2021-01-12;SPI;1997;2020;8;1;1.4210526315789473;2.8333333333333335;1.875;1.4210526315789473;0.09523809523809523;19.0;19.0;42.0;46.0;;0.8482142857142858;0.23058252427184464;0.48667439165701043;;
CH0003583256;HLEE.SW;Highlight Event and Entertainment;CHF;Communication Services;Entertainment;40.6;25.0;17.4583;10.857;2.5053;;;2010-05-17;27.0;2021-01-14;2021-01-12;SPI;2000;2010;3;1;0.24999999999999994;-0.23076923076923078;-0.3333333333333333;;0.0;;;;;;;;;;
CH0003671440;RIEN.SW;Rieter;CHF;Industrials;Specialty Industrial Machinery;133.8;73.9;253.634;83.857;1.20682;4.5;0.0445;2020-04-22;102.8;2021-01-14;2021-01-12;SPI;1997;2020;8;5;0.0;2.6;1.0;0.8;-0.1;5.0;5.0;10.0;9.0;;1.7241379310344829;0.7042253521126761;0.8547008547008548;;
CH0005319162;ELMN.SW;Elma Electronic;CHF;Technology;Electronic Components;490.0;434.0;26.4005;173.407;2.79112;;;2001-05-08;484.0;2021-01-14;2021-01-12;SPI;1998;2001;1;0;0.25;;;0.25;0.0;;;;;;;;;;
CH0005795668;STLN.SW;Swiss Steel (ex Schmolz + Bickenbach;CHF;Basic Materials;Steel;0.268;0.11;1.77083;1.034;0.246615;;;2012-04-23;0.255;2021-01-14;2021-01-12;SPI;2005;2012;2;2;-0.8;-0.8;-0.9199999999999999;-0.8;;;;;;;;;;;
CH0006089921;PEHN.SW;Private Equity;CHF;Financial Services;Asset Management;93.11;42.6;29.8434;88.997;0.685416;0.5;0.0083;2020-07-06;60.0;2021-01-14;2021-01-12;SPI;2019;2020;0;1;-0.75;;;;-0.75;;;;0.5;;;;;;
CH0006372897;INRN.SW;INTERROLL;CHF;Industrials;Specialty Industrial Machinery;2805.0;1160.0;37.9854;354.722;7.23102;22.5;0.0088;2020-05-12;2630.0;2021-01-14;2021-01-12;SPI;2012;2020;7;0;2.2142857142857144;1.8125;;0.40625;0.022727272727272728;16.0;16.5;22.0;22.5;;0.34782608695652173;0.26916802610114193;0.3298350824587706;;
CH0008012236;GUR.SW;Gurit;CHF;Basic Materials;Specialty Chemicals;2800.0;980.0;35.2344;314.764;8.51432;25.0;0.0093;2020-04-17;2625.0;2021-01-14;2021-01-12;SPI;1996;2020;10;4;-0.16666666666666666;2.3333333333333335;4.882352941176471;;1.5;;20.0;20.0;50.0;;;0.46511627906976744;0.2628120893561104;;
CH0008038389;SPSN.SW;Swiss Prime Site;CHF;Real Estate;Real Estate Services;125.4;73.9;13.7696;75.616;1.17435;3.8;0.0428;2020-03-30;87.2;2021-01-14;2021-01-12;SPI;2010;2020;3;1;0.08571428571428566;0.05555555555555548;0.02702702702702693;0.02702702702702693;0.0;3.7;7.54192;3.8;3.8;;0.902439024390244;1.88548;0.5066666666666666;;
CH0008207356;BVZN.SW;BVZ;CHF;Industrials;Railroads;1380.0;675.0;38.4538;847.365;0.896898;7.5;0.0099;2020-04-20;775.0;2021-01-14;2021-01-12;SPI;2001;2019;8;1;1.0;0.5555555555555556;0.4;0.2727272727272727;6.0;12.0;2.0;14.0;;;0.1901743264659271;0.021253985122210415;0.1383399209486166;;
CH0008702190;CICN.SW;Cicor Technologies;CHF;Technology;Electronic Components;64.3;28.25;21.7794;25.78;1.82312;1.5;0.0328;2020-04-21;45.7;2021-01-14;2021-01-12;SPI;2013;2020;3;1;4.0;4.0;3.166666666666667;;-0.25;;0.7;2.0;1.5;;;0.21212121212121213;0.6896551724137931;;
CH0008742519;SCMN.SW;Swisscom;CHF;Communication Services;Telecom Services;577.8;446.7;14.7686;166.403;2.84069;22.0;0.0465;2020-04-08;475.0;2021-01-14;2021-01-12;SPI;2001;2020;10;0;1.0;0.0;0.0;0.0;0.0;22.0;22.0;22.0;22.0;;0.7260726072607261;0.7457627118644068;0.6811145510835914;;
CH0008837566;ALLN.SW;Allreal;CHF;Real Estate;Real Estate Services;223.5;159.8;13.9089;146.676;1.384;6.75;0.0333;2020-04-28;200.5;2021-01-14;2021-01-12;SPI;2003;2020;7;1;0.5;0.22727272727272727;0.22727272727272727;0.17391304347826086;0.038461538461538464;5.75;6.25;6.5;6.75;;0.7098765432098766;0.6188118811881188;0.43918918918918914;;
CH0008967926;ADVN.SW;Adval Tech;CHF;Industrials;Metal Fabrication;188.0;120.0;30.8045;166.577;1.12861;2.7;0.0144;2020-05-18;180.0;2021-01-14;2021-01-12;SPI;2000;2020;5;3;-0.73;;;-0.9341463414634146;-0.35714285714285715;41.0;4.0;4.2;2.7;;3.4166666666666665;0.3333333333333333;0.35294117647058826;;
CH0009002962;BARN.SW;Barry Callebaut;CHF;Consumer Defensive;Confectioners;2240.0;1626.0;35.5378;429.782;4.75125;22.0;0.0108;2021-01-05;2048.0;2021-01-14;2021-01-12;SPI;2000;2021;12;5;2.3846153846153846;0.5172413793103449;0.5172413793103449;0.7282010997643361;-0.15384615384615385;4.19;12.73;24.0;26.0;22.0;0.07645985401459855;0.1970588235294118;0.35714285714285715;0.45217391304347826;
CH0009062099;SAHN.SW;Schaffner;CHF;Technology;Electronic Components;220.0;122.0;35.7208;89.423;2.19742;1.0;0.0051;2021-01-14;196.979;2021-01-14;2021-01-12;SPI;2000;2021;4;5;-0.75;-0.7777777777777778;-0.8461538461538461;-0.8461538461538461;-0.8;;6.5;6.5;5.0;1.0;;0.43918918918918914;0.5701754385964912;1.1627906976744187;
CH0009115129;PRFN.SW;Perfect;CHF;Industrials;Airports & Air Services;0.3;0.0105;;0.0;;;;;0.087;2021-01-14;2021-01-12;SPI;;;;;;;;;;;;;;;;;;;
CH0009153310;SPCE.SW;Spice Private Equity;USD;Financial Services;Asset Management;37.53;8.4;;23.401;0.384599;0.95;0.0922;2019-06-03;8.7;2021-01-14;2021-01-12;SPI;;;;;;;;;;;;;;;;;;;
CH0009236461;BSKP.SW;Basler Kantonalbank Partizipsch;CHF;Financial Services;Banks—Regional;79.4;57.2;22.7273;93.714;0.650917;3.1;0.0512;2020-06-02;60.8;2021-01-14;2021-01-12;SPI;1997;2020;9;3;-0.5571428571428572;0.8787878787878789;1.0;1.0;1.0;3.1;3.1;3.1;6.2;;0.8857142857142858;0.7560975609756099;1.2916666666666667;;
CH0009320091;FTON.SW;Feintool International;CHF;Industrials;Specialty Industrial Machinery;59.0;33.8;;57.597;0.942757;;;2019-05-06;54.4;2021-01-14;2021-01-12;SPI;2000;2019;7;5;-0.5294117647058824;0.0;2.3333333333333335;1.6666666666666667;1.0;;2.0;4.0;;;;0.30303030303030304;1.8181818181818181;;
CH0009691608;BEKN.SW;Berner Kantonalbank (BEKB);CHF;Financial Services;Banks—Regional;244.0;197.6;14.8694;284.722;0.779708;8.4;0.0378;2020-05-14;222.5;2021-01-14;2021-01-12;SPI;2002;2020;17;1;2.111111111111111;1.9268292682926829;0.44827586206896564;0.3548387096774194;0.050000000000000044;6.2;6.6;8.0;8.4;;0.4305555555555556;0.4489795918367347;0.5369127516778524;;
CH0010570759;LISN.SW;Lindt;CHF;Consumer Defensive;Confectioners;93800.0;65200.0;47.0917;17809.6;4.8794;1050.0;0.0121;2020-04-29;86900.0;2021-01-14;2021-01-12;SPI;1996;2020;22;2;1.8;0.21739130434782608;-0.034482758620689655;-0.20454545454545456;-0.3;880.0;930.0;1000.0;700.0;;0.4679357651813251;0.4631243463970918;0.47087630079578097;;
CH0010570767;LISP.SW;Lindt;CHF;Consumer Defensive;Confectioners;8665.0;6365.0;4.56556;17809.6;0.47306;105.0;0.0125;2020-04-29;8355.0;2021-01-14;2021-01-12;SPI;2002;2020;17;1;6.777777777777778;0.21739130434782608;-0.034482758620689655;-0.20454545454545456;-0.3;88.0;93.0;100.0;70.0;;0.46783625730994155;0.4631474103585657;0.4708097928436911;;
CH0010645932;GIVN.SW;Givaudan;CHF;Basic Materials;Specialty Chemicals;4099.0;2505.0;46.1266;340.774;10.7109;62.0;0.017;2020-03-27;3663.0;2021-01-14;2021-01-12;SPI;2002;2020;17;1;7.857142857142857;0.7222222222222222;0.24;0.10714285714285714;0.03333333333333333;56.0;58.0;60.0;62.0;;0.7225806451612903;0.8123249299719887;0.7936507936507937;;
CH0010675863;SQN.SW;Swissquote;CHF;Financial Services;Capital Markets;105.8;40.0;21.5694;27.63;3.80022;1.0;0.0095;2020-05-07;103.0;2021-01-14;2021-01-12;SPI;2007;2020;4;3;-0.5;0.6666666666666667;0.6666666666666667;6.692307692307692;0.0;0.13;0.9;1.0;1.0;;0.04814814814814815;0.3;0.3333333333333333;;
CH0010702154;KOMN.SW;Komax;CHF;Industrials;Specialty Industrial Machinery;233.8;119.0;;58.974;3.46933;;;2020-04-23;198.7;2021-01-14;2021-01-12;SPI;1999;2020;6;6;-0.8363636363636363;-0.09999999999999998;-0.27999999999999997;-0.64;-0.7428571428571429;5.0;6.5;7.0;1.8;;0.45454545454545453;0.48148148148148145;2.058823529411765;;
CH0010754924;SWTQ.SW;Schweiter;CHF;Industrials;Specialty Industrial Machinery;1560.0;700.0;34.0211;487.286;3.16036;40.0;0.026;2020-04-15;1532.0;2021-01-14;2021-01-12;SPI;1997;2020;11;2;3.0;0.4388489208633093;0.0;0.0;0.0;40.0;5.0;40.0;40.0;;0.33305578684429643;0.1187648456057007;0.9153318077803203;;
CH0010947627;AIRE.SW;AIRESIS;CHF;Financial Services;Asset Management;1.15;0.77;;0.001;880.0;;;;0.84;2021-01-14;2021-01-12;SPI;;;;;;;;;;;;;;;;;;;
CH0011003594;GAV.SW;Carlo Gavazzi;CHF;Industrials;Electrical Equipment & Parts;263.0;145.0;21.9615;131.924;1.38337;;;2019-08-02;183.5;2021-01-14;2021-01-12;SPI;2004;2019;6;4;5.0;0.0;0.0;0.0;0.0;15.0;12.0;12.0;;;0.7978723404255319;1.0169491525423728;0.794701986754967;;
CH0011029946;IFCN.SW;Inficon;CHF;Technology;Scientific & Technical Instruments;938.0;488.6;43.1869;77.338;11.9993;18.0;0.0199;2020-04-07;900.0;2021-01-14;2021-01-12;SPI;2007;2020;6;5;2.0;0.125;0.2;0.125;-0.18181818181818182;16.0;20.0;22.0;18.0;;0.6504065040650406;0.7575757575757576;1.0138248847926268;;
CH0011075394;ZURN.SW;Zurich Insurance;CHF;Financial Services;Insurance—Diversified;439.9;248.7;17.2426;224.291;1.6862;20.0;0.0529;2020-04-03;382.1;2021-01-14;2021-01-12;SPI;2000;2020;7;4;0.1661807580174928;0.17647058823529413;0.17647058823529413;0.7699115044247786;0.05263157894736842;11.3;18.0;19.0;20.0;;0.5678391959798996;0.7258064516129032;0.6859205776173285;;
CH0011108872;MOBN.SW;Mobimo;CHF;Real Estate;Real Estate—Diversified;321.5;231.0;19.1857;237.904;1.23789;10.0;0.034;2020-07-13;294.0;2021-01-14;2021-01-12;SPI;2012;2020;3;1;0.1111111111111111;0.1111111111111111;0.05263157894736842;0.0;0.0;10.0;5.6;10.0;10.0;;0.6802721088435374;0.39160839160839156;0.6410256410256411;;
CH0011115703;CLXN.SW;Crealogix;CHF;Technology;Software—Application;133.5;82.0;;35.438;3.58372;;;2018-11-08;128.0;2021-01-14;2021-01-12;SPI;2012;2018;0;1;-0.875;;-0.875;;;;0.25;;;;;;;;
CH0011178255;TXGN.SW;TX Group;CHF;Communication Services;Publishing;108.2;60.1;;154.698;0.471887;3.5;0.0479;2020-04-07;72.0;2021-01-14;2021-01-12;SPI;2003;2020;5;5;1.3333333333333333;-0.2222222222222222;-0.2222222222222222;-0.2222222222222222;-0.2222222222222222;4.5;4.5;4.5;3.5;;0.32608695652173914;0.4945054945054945;0.7377049180327869;;
CH0011339204;ASCN.SW;Ascom;CHF;Healthcare;Health Information Services;13.98;4.37;;1.701;8.05409;;;2019-04-12;13.4;2021-01-14;2021-01-12;SPI;2005;2019;5;2;0.6363636363636362;0.8;0.12499999999999997;0.0;0.0;0.8;0.45;0.45;;;;;;;
CH0011432447;BSLN.SW;Basilea Pharmaceutica;CHF;Healthcare;Biotechnology;61.2;29.28;195.073;-7.368;;;;2013-04-11;52.35;2021-01-14;2021-01-12;SPI;2013;2013;0;0;0.0;;;;;;;;;;;;;;
CH0011484067;SGKN.SW;Sankt Galler Kantonalbank (N;CHF;Financial Services;Banks—Regional;488.0;336.0;15.1449;424.658;0.983144;16.0;0.0383;2020-05-04;418.5;2021-01-14;2021-01-12;SPI;2003;2020;7;4;3.0;1.1333333333333333;1.1333333333333333;1.1333333333333333;1.0;15.0;1.5;16.0;32.0;;0.5474452554744526;0.053763440860215055;0.5653710247349824;;
CH0011607683;TOHN.SW;Tornos SA;CHF;Industrials;Specialty Industrial Machinery;7.21;3.0;;4.772;0.923093;;;2019-04-12;4.645;2021-01-14;2021-01-12;SPI;2019;2019;0;0;0.0;;;;;;;;;;;;;;
CH0011693600;LUKN.SW;Luzerner Kantonalbank;CHF;Financial Services;Banks—Regional;452.0;347.5;16.3633;338.29;1.16912;12.5;0.0316;2020-07-22;398.5;2021-01-14;2021-01-12;SPI;2003;2020;7;0;0.9230769230769231;0.13636363636363635;0.13636363636363635;0.08695652173913043;0.0;11.5;12.0;12.5;12.5;;0.4914529914529915;0.5084745762711864;0.5165289256198348;;
CH0011795959;DOKA.SW;dormakaba;CHF;Industrials;Security & Protection Services;655.0;379.0;25.4926;33.219;15.5784;10.5;0.0203;2020-10-22;519.0;2021-01-14;2021-01-12;SPI;1998;2020;11;5;-0.08695652173913043;-0.045454545454545456;-0.8306451612903226;;-0.34375;;15.0;16.0;10.5;;;0.5084745762711864;0.5079365079365079;;
CH0012005267;NOVN.SW;Novartis;CHF;Healthcare;Drug Manufacturers—General;96.38;65.09;27.0554;23.954;3.48668;2.95;0.0355;2020-03-03;83.42;2021-01-14;2021-01-12;SPI;1998;2020;21;1;-0.882;0.2826086956521741;0.13461538461538464;0.0727272727272728;0.03508771929824565;2.75;2.8;2.85;2.95;;0.8333333333333334;0.5185185185185185;0.5588235294117647;;
CH0012032048;ROG.SW;Roche;CHF;Healthcare;Drug Manufacturers—General;357.85;265.75;20.8478;36.868;8.46398;9.0;0.0288;2020-03-19;314.25;2021-01-14;2021-01-12;SPI;1996;2020;23;1;-0.859375;0.2244897959183674;0.125;0.0975609756097562;0.03448275862068974;8.2;8.3;8.7;9.0;;0.82;0.6803278688524591;0.5576923076923077;;
CH0012100191;TECN.SW;Tecan (N;CHF;Healthcare;Medical Instruments & Supplies;479.8;228.6;60.5368;56.589;7.49262;2.2;0.0052;2020-04-09;422.0;2021-01-14;2021-01-12;SPI;2001;2019;7;2;-0.39999999999999997;0.68;0.4000000000000001;0.20000000000000004;0.050000000000000044;1.75;2.0;2.1;;;0.3125;0.3333333333333333;0.34426229508196726;;
CH0012138530;CSGN.SW;Credit Suisse (CS;CHF;Financial Services;Banks—Diversified;13.75;6.18;8.11642;18.887;0.657066;0.14;0.0112;2020-12-03;12.5;2021-01-14;2021-01-12;SPI;1996;2020;9;7;-0.8612;4.5520000000000005;-0.20685714285714277;-0.20685714285714277;1.115047619047619;0.7;0.5;0.2625;0.5552;;;;0.20192307692307693;;
CH0012138605;ADEN.SW;Adecco SA;CHF;Industrials;Staffing & Employment Services;61.2;30.5;;;;2.5;0.0418;2020-04-22;60.06;2021-01-14;2021-01-12;SPI;2001;2020;11;4;-0.5;1.777777777777778;1.380952380952381;2.3333333333333335;0.0;1.5;2.5;5.0;5.0;;0.3191489361702127;0.8928571428571429;1.1111111111111112;;
CH0012142631;CLN.SW;Clariant;CHF;Basic Materials;Specialty Chemicals;23.88;14.0;33.3701;7.478;2.62838;2.38;0.1227;2020-07-06;19.425;2021-01-14;2021-01-12;SPI;1997;2020;9;4;-0.6025;11.045454545454545;8.9375;7.833333333333333;6.227272727272727;0.45;1.0;0.55;3.975;;;1.0;;;
CH0012214059;LHN.SW;LafargeHolcim;CHF;Basic Materials;Building Materials;53.48;28.3;20.3532;42.258;1.22722;2.0;0.0386;2020-05-15;51.94;2021-01-14;2021-01-12;SPI, Euronext100;2004;2020;9;4;0.7391304347826089;0.7391304347826089;0.5384615384615384;0.0;-0.5;2.0;2.0;4.0;2.0;;-0.7142857142857143;0.8;1.081081081081081;;
