US00507V1098;Activision Blizzard;activision_blizzard;ATVI;Common Stock;Equity
US00724F1012;Adobe;adobe;ADBE;Common Stock;Equity
US0153511094;Alexion Pharmaceuticals;alexion;ALXN;Common Stock;Equity
US0162551016;Align Technology;align_technology;ALGN;Common Stock;Equity
US02079K3059;Alphabet A (ex Google;alphabet_a;GOOGL;Common Stock;Equity
US02079K1079;Alphabet C (ex Google;alphabet;GOOG;Common Stock;Equity
US0231351067;Amazon;amazon;AMZN;Common Stock;Equity
US0079031078;AMD (Advanced Micro Devices);amd;AMD;Common Stock;Equity
US0311621009;Amgen;amgen;AMGN;Common Stock;Equity
US0326541051;Analog Devices;analog_devices;ADI;Common Stock;Equity
US0378331005;Apple;apple;AAPL;Common Stock;Equity
US0382221051;Applied Materials;applied_materials;AMAT;Common Stock;Equity
USN070592100;ASML;asml_1;ASML;NY Reg Shrs;Equity
US0527691069;Autodesk;autodesk;ADSK;Common Stock;Equity
US0530151036;Automatic Data Processing;automatic_data_processing;ADP;Common Stock;Equity
US0567521085;Baiducom;baiducom;BIDU;ADR;Equity
US09062X1037;Biogen;biogen;BIIB;Common Stock;Equity
US09061G1013;Biomarin Pharmaceutical;biomarin_pharmaceutical;BMRN;Common Stock;Equity
US11135F1012;Broadcom;broadcom;AVGO;Common Stock;Equity
US1273871087;Cadence Design Systems;cadence_design_systems;CDNS;Common Stock;Equity
US1567821046;Cerner;cerner;CERN;Common Stock;Equity
US16119P1084;Charte a;charter;CHTR;Common Stock;Equity
IL0010824113;Check Point Software;check_point_software;CHKP;Common Stock;Equity
US1729081059;Cintas;cintas;CTAS;Common Stock;Equity
US17275R1023;Cisco;cisco;CSCO;Common Stock;Equity
US1773761002;Citrix Systems;citrix_systems;CTXS;Common Stock;Equity
US1924461023;Cognizant;cognizant;CTSH;Common Stock;Equity
US20030N1019;Comcast;comcast;CMCSA;Common Stock;Equity
US22160K1051;Costco Wholesale;costco_wholesale;COST;Common Stock;Equity
US1264081035;CSX;csx;CSX;Common Stock;Equity
US2567461080;Dollar Tree;dollar_tree;DLTR;Common Stock;Equity
US2786421030;eBay;ebay;EBAY;Common Stock;Equity
US2855121099;Electronic Arts;electronic_arts;EA;Common Stock;Equity
US30212P3038;Expedia;expedia;EXPE;Common Stock;Equity
US30303M1027;Facebook;facebook;FB;Common Stock;Equity
US3119001044;Fastenal;fastenal;FAST;Common Stock;Equity
US3377381088;Fiserv;fiserv;FISV;Common Stock;Equity
US35137L1052;Fox;fox;FOXA;Common Stock;Equity
US3755581036;Gilead Sciences;gilead_sciences;GILD;Common Stock;Equity
US45168D1046;IDEXX Laboratories;idexx_laboratories_1;IDXX;Common Stock;Equity
US4523271090;Illumina;illumina;ILMN;Common Stock;Equity
US45337C1027;Incyte;incyte;INCY;Common Stock;Equity
US4581401001;Intel;intel;INTC;Common Stock;Equity
US4612021034;Intuit;intuit;INTU;Common Stock;Equity
US46120E6023;Intuitive Surgical;intuitive_surgical;ISRG;Common Stock;Equity
US47215P1066;JDcom;jdcom;JD;ADR;Equity
US4824801009;KLA-Tencor;kla-tencor;KLAC;Common Stock;Equity
US5128071082;Lam Research;lam_research;LRCX;Common Stock;Equity
GB00B8W67662;Liberty Globa a;liberty_global;LBTYA;Common Stock;Equity
GB00B8W67B19;Liberty Global;liberty_global_c;LBTYK;Common Stock;Equity
US5719032022;Marriott;marriott;MAR;Common Stock;Equity
US57772K1016;Maxim Integrated Products;maxim_integrated_products;MXIM;Common Stock;Equity
US58733R1023;MercadoLibre;mercadolibre;MELI;Common Stock;Equity
US5950171042;Microchip Technology;microchip_technology;MCHP;Common Stock;Equity
US5951121038;Micron Technology;micron_technology;MU;Common Stock;Equity
US5949181045;Microsoft;microsoft;MSFT;Common Stock;Equity
US6092071058;Mondelez;mondelez;MDLZ;Common Stock;Equity
US61174X1090;Monster Beverage;monster_beverage;MNST;Common Stock;Equity
US64110W1027;Netease;netease;NTES;ADR;Equity
US64110L1061;Netflix;netflix;NFLX;Common Stock;Equity
US67066G1040;NVIDIA;nvidia;NVDA;Common Stock;Equity
US67103H1077;O Reilly Automotive;o_reilly_automotive;ORLY;Common Stock;Equity
US6937181088;Paccar;paccar;PCAR;Common Stock;Equity
US7043261079;Paychex;paychex;PAYX;Common Stock;Equity
US70450Y1038;PayPal;paypal;PYPL;Common Stock;Equity
US7475251036;QUALCOMM;qualcomm;QCOM;Common Stock;Equity
US75886F1075;Regeneron Pharmaceuticals;regeneron;REGN;Common Stock;Equity
US7782961038;Ross Stores;ross_stores;ROST;Common Stock;Equity
US82968B1035;Sirius XM;sirius_xm;SIRI;Common Stock;Equity
US83088M1027;Skyworks Solutions;skyworks_solutions;SWKS;Common Stock;Equity
US8552441094;Starbucks;starbucks;SBUX;Common Stock;Equity
US8716071076;Synopsys;synopsys;SNPS;Common Stock;Equity
US8740541094;Take Two;take_two;TTWO;Common Stock;Equity
US88160R1014;Tesla;tesla;TSLA;Common Stock;Equity
US8825081040;Texas Instruments;texas_instruments;TXN;Common Stock;Equity
US5007541064;The Kraft Heinz Company;kraft_heinz;KHC;Common Stock;Equity
US8725901040;T-Mobile (ex T-Mobile US;t-mobile;TMUS;Common Stock;Equity
US90384S3031;Ulta Beauty;ulta_beauty;ULTA;Common Stock;Equity
US92345Y1064;Verisk Analytic a;verisk_analytic_a;VRSK;Common Stock;Equity
US92532F1003;Vertex Pharmaceuticals;vertex_pharmaceuticals;VRTX;Common Stock;Equity
US9314271084;Walgreens Boots Alliance;walgreens_boots_alliance;WBA;Common Stock;Equity
US9581021055;Western Digital;western_digital;WDC;Common Stock;Equity
US98138H1014;Workda a;workday_a;WDAY;Common Stock;Equity
